,BillingLatitude,BillingLongitude,BillingPostalCode,Consortium_Sales_Total,TA_Sales_Total,ExternalName
7036,39.11,-84.5,45202,39636365,2998173,Alyssa
7037,39.11,-84.5,45202,19713472,3044641,Alyssa
7038,39.11,-84.5,45202,48134773,2021808,Alyssa
7039,39.11,-84.5,45202,30653200,1269115,Alyssa
7040,39.11,-84.5,45202,49527239,3168540,Alyssa
7041,39.11,-84.5,45202,7445388,3147236,Alyssa
7042,39.15,-84.39,45227,23163242,3172496,Alyssa
7043,39.15,-84.39,45227,1396713,2208253,Alyssa
7044,39.25,-84.53,45231,246583,2934084,Alyssa
7045,41.98,-72.45,6071,45466054,947587,Lauren
7046,39.11,-84.61,45238,18448588,2028195,Alyssa
7047,39.11,-84.61,45238,6149384,2876982,Alyssa
7048,39.11,-84.61,45238,4717011,2490806,Alyssa
7049,39.22,-84.66,45247,21273760,26152,Alyssa
7050,39.28,-84.33,45249,5102300,1678417,Alyssa
7051,39.28,-84.33,45249,27286613,3305108,Alyssa
7052,39.28,-84.33,45249,22491352,954101,Alyssa
7053,39.28,-84.33,45249,24926368,3036277,Alyssa
7054,39.28,-84.33,45249,23799841,3356889,Alyssa
7055,39.28,-84.33,45249,1747061,98569,Alyssa
7056,39.28,-84.33,45249,18781438,3047458,Alyssa
7057,41.91,-72.59,6088,32681203,3200936,Lauren
7058,41.92,-72.65,6096,32939890,2754265,Lauren
7059,39.27,-84.60000000000001,45251,15426136,2997417,Alyssa
7060,39.27,-84.60000000000001,45251,49431892,681230,Alyssa
7061,40.04,-84.21000000000001,45373,5765049,3355630,Alexandra
7062,40.04,-84.21000000000001,45373,6856439,3302648,Alexandra
7063,40.04,-84.21000000000001,45373,13108961,1686877,Alexandra
7064,40.04,-84.21000000000001,45373,1762769,1297216,Alexandra
7065,39.76,-84.21000000000001,45402,11509689,1501771,Alyssa
7066,39.76,-84.21000000000001,45402,43805132,1455330,Alyssa
7067,39.84,-84.26,45415,9438731,2123170,Alyssa
7068,39.74,-84.09,45432,13924522,2504074,Alyssa
7069,39.04,-82.62,45640,43051538,2489761,Alexandra
7070,39.32,-82.09,45701,42375658,3009729,Alexandra
7071,39.32778,-82.10504,45701,40965814,1755097,Alyssa
7072,39.32,-82.09,45701,24323625,1289773,Alexandra
7073,39.32,-82.09,45701,9462624,3277112,Alexandra
7074,41.45,-72.12,6382,30072861,2053753,Lauren
7075,41.34,-72.14,6385,52446684,3146137,Lauren
7076,41.34,-72.14,6385,27969101,2934761,Lauren
7077,41.34,-72.14,6385,44201861,2987780,Lauren
7078,41.34,-73.06,6401,40662781,1583305,Lauren
7079,41.34,-73.06,6401,49533087,2442913,Lauren
7080,40.74,-84.11,45801,20043009,3299490,Alexandra
7081,40.74,-84.11,45801,36067564,875992,Alexandra
7082,40.73,-84.17,45805,10453833,2830819,Alexandra
7083,40.73,-84.17,45805,38558028,641421,Alexandra
7084,40.73,-84.17,45805,4672207,3408859,Alexandra
7085,40.73,-84.17,45805,52143983,2807925,Alexandra
7086,40.73,-84.17,45805,17263121,178644,Alexandra
7087,40.73,-84.17,45805,25301830,1709033,Alexandra
7088,40.55,-84.57000000000001,45822,23962953,66232,Alexandra
7089,40.55,-84.57000000000001,45822,-194563,1461506,Alexandra
7090,40.55,-84.57000000000001,45822,52587864,3096976,Alexandra
7091,40.55,-84.57000000000001,45822,35696192,1904224,Alexandra
7092,41.57,-72.49,6424,24729195,2905015,Lauren
7093,41.36,-73.2,6468,-132728,2205006,Lauren
7094,41.36,-73.2,6468,11257611,2582048,Lauren
7095,41.36,-73.2,6468,28615335,28029,Lauren
7096,41.41,-73.31,6470,6175176,1793463,Lauren
7097,41.04,-83.64,45840,9202416,294925,Alexandra
7098,41.04,-83.64,45840,40386996,3152739,Alexandra
7099,41.04,-83.64,45840,14320013,894313,Alexandra
7100,41.04,-83.64,45840,303695,2762368,Alexandra
7101,41.04,-83.64,45840,2165188,2945481,Alexandra
7102,41.04,-83.64,45840,33134106,352675,Alexandra
7103,41.04,-83.64,45840,50779145,2761442,Alexandra
7104,40.09,-85.68,46016,11293716,2643410,Alyssa
7105,40.09,-85.68,46016,48515451,1483437,Alyssa
7106,39.95,-86.02,46038,9363174,257205,Alyssa
7107,39.95,-86.02,46038,52549998,2750269,Alyssa
7108,39.95,-86.02,46038,24655019,2369135,Alyssa
7109,39.95,-86.02,46038,13784043,2418376,Alyssa
7110,39.95,-86.02,46038,18986091,206494,Alyssa
7111,39.95,-86.02,46038,29660557,2489078,Alyssa
7112,39.95,-86.02,46038,21824297,212744,Alyssa
7113,39.95,-86.02,46038,52440751,1613895,Alyssa
7114,40.06,-85.92,46060,10090544,2213660,Alyssa
7115,40.06,-85.92,46060,25319999,2945508,Alyssa
7116,40.06,-85.92,46060,3538208,1334206,Alyssa
7117,40.06,-85.92,46060,48970790,2721653,Alyssa
7118,40.06,-85.92,46060,37303028,1342950,Alyssa
7119,40.06,-85.92,46060,50343314,994879,Alyssa
7120,40.06,-85.92,46060,34244517,362250,Alyssa
7121,40.06,-85.92,46060,30491368,1811239,Alyssa
7122,40.06,-85.92,46060,24352204,1342053,Alyssa
7123,39.95,-86.27,46077,21197007,2357156,Alyssa
7124,39.95,-86.27,46077,13567775,-29737,Alyssa
7125,39.95,-86.27,46077,4023762,893139,Alyssa
7126,39.95,-86.27,46077,24464682,2354271,Alyssa
7127,39.95,-86.27,46077,42158145,3194723,Alyssa
7128,39.72,-86.09,46107,28797170,2297176,Alyssa
7129,39.72,-86.09,46107,46929983,1596635,Alyssa
7130,39.49,-86.05,46131,36394552,2639712,Alyssa
7131,39.49,-86.05,46131,22066766,2930567,Alyssa
7132,39.49,-86.05,46131,21441421,1775323,Alyssa
7133,39.7,-86.38,46168,3606513,572392,Alyssa
7134,39.67,-86.13,46227,8573820,994231,Alyssa
7135,39.67,-86.13,46227,24267119,2121490,Alyssa
7136,39.67,-86.13,46227,48649646,2590495,Alyssa
7137,39.67,-86.13,46227,50000455,2143987,Alyssa
7138,39.91,-86.12,46240,16651670,2757688,Alyssa
7139,39.91,-86.12,46240,41379488,1454603,Alyssa
7140,39.91,-86.12,46240,40670456,3158371,Alyssa
7141,39.91,-86.12,46240,2445961,642461,Alyssa
7142,39.91,-86.12,46240,50542970,257941,Alyssa
7143,39.91,-86.12,46240,2704558,1136437,Alyssa
7144,39.91844,-86.11016,46240,37210699,639935,Alyssa
7145,39.91,-86.12,46240,23624797,1637189,Alyssa
7146,39.91,-86.12,46240,27338644,601943,Alyssa
7147,39.91,-86.12,46240,41992550,727313,Alyssa
7148,39.91,-86.12,46240,44166208,871501,Alyssa
7149,39.91,-86.12,46240,11786767,2106515,Alyssa
7150,39.91,-86.12,46240,52157028,2582127,Alyssa
7151,39.91,-86.12,46240,38500136,1687581,Alyssa
7152,39.91,-86.12,46240,34145018,1234687,Alyssa
7153,39.91,-86.12,46240,15625241,1454160,Alyssa
7154,39.91,-86.12,46240,23424692,1701082,Alyssa
7155,39.91,-86.12,46240,5635019,313483,Alyssa
7156,39.91844,-86.11016,46240,8467493,1054433,Alyssa
7157,39.91,-86.12,46240,18924211,3091313,Alyssa
7158,39.91,-86.12,46240,25325217,1389585,Alyssa
7159,39.91,-86.12,46240,6070263,63608,Alyssa
7160,39.91,-86.12,46240,19319335,3517019,Alyssa
7161,39.91,-86.12,46240,8392109,293416,Alyssa
7162,39.91,-86.12,46240,41258644,2671632,Alyssa
7163,39.91,-86.12,46240,30705982,3119791,Alyssa
7164,39.91,-86.12,46240,49002125,1040151,Alyssa
7165,39.91,-86.12,46240,44843338,710230,Alyssa
7166,39.91,-86.12,46240,9850574,2557978,Alyssa
7167,39.91,-86.12,46240,37279165,2461199,Alyssa
7168,41.6,-87.05,46304,8203306,2251596,Melissa
7169,41.6,-87.05,46304,354397,2894375,Melissa
7170,41.6,-87.05,46304,17052156,3301649,Melissa
7171,41.6,-87.05,46304,6961718,824032,Melissa
7172,41.6,-87.05,46304,5173450,1743996,Melissa
7173,41.42,-87.35000000000001,46307,46483458,-25777,Amber
7174,41.42,-87.35000000000001,46307,50672742,3022432,Amber
7175,41.42,-87.35000000000001,46307,24272862,1176229,Amber
7176,41.42,-87.35000000000001,46307,47599836,2031178,Amber
7177,41.42,-87.35000000000001,46307,30033416,2940811,Amber
7178,41.42,-87.35000000000001,46307,43932741,1460181,Amber
7179,41.42,-87.35000000000001,46307,11753181,3512643,Amber
7180,41.42,-87.35000000000001,46307,52519112,3093233,Amber
7181,41.42,-87.35000000000001,46307,20470648,226655,Amber
7182,41.42,-87.35000000000001,46307,16558095,18058,Amber
7183,41.54,-87.5,46321,4890592,1589342,Amber
7184,41.54,-87.5,46321,46160652,1133465,Amber
7185,41.55479,-87.45803,46321,14120282,1696337,Amber
7186,41.54,-87.5,46321,32510981,3059171,Amber
7187,41.48,-87.44,46375,3242679,393214,Amber
7188,41.48,-87.44,46375,37222331,16928,Amber
7189,41.48,-87.44,46375,16809871,2347312,Amber
7190,41.48,-87.44,46375,34698398,74173,Amber
7191,41.48,-87.44,46375,5261688,2412686,Amber
7192,41.48,-87.44,46375,49833627,2072027,Amber
7193,41.46,-87.13,46385,34318642,3225165,Melissa
7194,41.72,-85.98,46514,52541931,298130,Melissa
7195,41.75326,-85.94607,46514,40223677,2630181,Amber
7196,41.72,-85.98,46514,24852458,2300957,Melissa
7197,41.72,-85.98,46514,38447878,176409,Melissa
7198,41.71592,-85.90698,46514,44557742,3259373,Amber
7199,41.72,-85.98,46514,29971476,1523096,Melissa
7200,41.73,-86.13,46530,16056105,1120834,Melissa
7201,41.73,-86.13,46530,24706277,85994,Melissa
7202,41.69,-86.15,46545,41703899,2274665,Melissa
7203,41.69,-86.15,46545,10601858,2397023,Melissa
7204,41.69,-86.15,46545,29204794,2113316,Melissa
7205,41.69,-86.15,46545,42398232,1634552,Melissa
7206,41.69,-86.15,46545,42663445,22132,Melissa
7207,41.69,-86.15,46545,42980860,1212334,Melissa
7208,41.69,-86.15,46545,7339306,3390181,Melissa
7209,41.6989,-86.17572,46545,35936191,305509,Amber
7210,41.69,-86.15,46545,7226015,2453541,Melissa
7211,41.69,-86.15,46545,31401126,3494303,Melissa
7212,41.73,-86.24,46637,26055590,-16806,Melissa
7213,41.73,-86.24,46637,8382145,1027118,Melissa
7214,41.34,-85.12,46738,46092,3240057,Melissa
7215,41.21,-84.96000000000001,46741,32871289,1620200,Melissa
7216,41.46,-85.59,46767,47752144,422116,Melissa
7217,41.1,-85.12,46805,30314656,446806,Melissa
7218,41.0,-85.21000000000001,46809,30733808,3055281,Melissa
7219,41.0,-85.21000000000001,46809,39350967,113639,Melissa
7220,41.07501,-85.29025,46814,17530789,784528,Alyssa
7221,41.21,-85.11,46845,12758878,2780184,Melissa
7222,41.21,-85.11,46845,22898232,1836993,Melissa
7223,41.21,-85.11,46845,10675532,2859375,Melissa
7224,41.21,-85.11,46845,35918109,2394850,Melissa
7225,41.21,-85.11,46845,14977182,407352,Melissa
7226,41.19927,-85.11785,46845,32485394,1412248,Alyssa
7227,40.47,-86.13,46902,16863331,2379114,Melissa
7228,40.47,-86.13,46902,10534538,294792,Melissa
7229,40.47,-86.13,46902,-343555,479921,Melissa
7230,40.47,-86.13,46902,50192167,2199452,Melissa
7231,40.47,-86.13,46902,47951890,3436974,Melissa
7232,40.47,-86.13,46902,21574679,3196139,Melissa
7233,40.45291,-86.09854,46902,24760214,2654628,Alyssa
7234,40.47,-86.13,46902,1403511,1514579,Melissa
7235,40.58,-86.67,46923,38377084,919658,Melissa
7236,40.58,-86.67,46923,39541368,2976712,Melissa
7237,40.58,-86.67,46923,27660560,1244025,Melissa
7238,40.6,-85.63,46952,18882524,214497,Melissa
7239,40.6,-85.63,46952,28844264,2559916,Melissa
7240,40.75,-86.06,46970,25513955,2796684,Melissa
7241,40.75,-86.06,46970,140160,1064885,Melissa
7242,40.75,-86.06,46970,48844557,1682217,Melissa
7243,41.05,-86.60000000000001,46996,1604136,3431436,Melissa
7244,39.29,-85.21000000000001,47006,47163405,3014628,Alyssa
7245,39.29,-85.21000000000001,47006,52371842,977827,Alyssa
7246,39.29,-85.21000000000001,47006,11635582,490796,Alyssa
7247,39.29,-85.21000000000001,47006,48730058,1437612,Alyssa
7248,38.2,-86.34,47137,51571266,710363,Alyssa
7249,38.39,-85.75,47172,-255613,-24345,Alyssa
7250,38.39,-85.75,47172,51501562,1986572,Alyssa
7251,38.39,-85.75,47172,36197543,2136018,Alyssa
7252,38.88,-86.04,47220,1181522,2589097,Alyssa
7253,39.34,-85.48,47240,46947427,3519110,Alyssa
7254,40.18,-85.12,47340,43950269,1352556,Melissa
7255,39.92,-85.36,47362,30663679,321773,Alyssa
7256,39.92,-85.36,47362,14831453,233636,Alyssa
7257,39.83141,-84.89309,47374,40202575,804427,Alyssa
7258,39.82,-84.88,47374,21193112,683468,Alyssa
7259,39.82,-84.88,47374,4672560,483295,Alyssa
7260,39.82,-84.88,47374,10039238,3478512,Alyssa
7261,39.09,-86.61,47403,50367513,889674,Alyssa
7262,39.03,-87.15,47441,29352383,3298986,Alyssa
7263,38.65,-87.17,47501,5108394,527998,Alyssa
7264,38.65,-87.17,47501,51441596,1053812,Alyssa
7265,38.39,-86.93,47546,28766702,1685752,Alyssa
7266,38.39,-86.93,47546,20559266,537292,Alyssa
7267,38.39,-86.93,47546,35926351,2362401,Alyssa
7268,38.39,-86.93,47546,32858920,3469813,Alyssa
7269,38.39,-86.93,47546,5848939,1674476,Alyssa
7270,38.39,-86.93,47546,45279076,2789766,Alyssa
7271,37.93,-87.89,47620,-332628,1975760,Alyssa
7272,37.97,-87.57000000000001,47708,13231820,837460,Alyssa
7273,37.97,-87.57000000000001,47708,23306977,717577,Alyssa
7274,37.97,-87.57000000000001,47708,17926551,1095260,Alyssa
7275,37.97,-87.57000000000001,47708,9533300,3097799,Alyssa
7276,39.35,-87.41,47802,17505532,63240,Alyssa
7277,39.35,-87.41,47802,17988234,2494484,Alyssa
7278,39.35,-87.41,47802,1105393,2518993,Alyssa
7279,39.39877,-87.39858,47802,28248621,2448237,Alyssa
7280,39.35,-87.41,47802,14097977,999609,Alyssa
7281,39.35,-87.41,47802,34195406,3139496,Alyssa
7282,39.52,-87.12,47834,34944467,966927,Alyssa
7283,39.09,-87.4,47882,1556643,770034,Alyssa
7284,40.42,-86.89,47901,14845015,109405,Melissa
7285,40.42,-86.89,47901,43081576,2373266,Melissa
7286,40.42,-86.89,47901,22667720,2228522,Melissa
7287,40.42,-86.89,47901,38898344,1452272,Melissa
7288,40.42,-86.77,47905,9845228,2715933,Melissa
7289,40.42,-86.77,47905,4474346,2733746,Melissa
7290,40.42,-86.77,47905,43525222,2386369,Melissa
7291,40.42,-86.77,47905,33251123,1998207,Melissa
7292,40.42,-86.77,47905,23320696,2066204,Melissa
7293,40.32,-86.9,47909,5697714,1551066,Melissa
7294,42.53,-83.15,48017,41139743,3466775,Anna
7295,42.51,-83.30000000000001,48025,49711840,1819432,Anna
7296,42.51,-83.30000000000001,48025,5122728,2302130,Anna
7297,42.51,-83.30000000000001,48025,40872425,2314891,Anna
7298,42.51,-83.30000000000001,48025,9998402,1360758,Anna
7299,42.56,-82.91,48035,11187551,3341300,Anna
7300,42.56,-82.91,48035,26923958,2759736,Anna
7301,42.56,-82.91,48035,-117530,2399355,Anna
7302,42.56,-82.91,48035,4141683,290418,Anna
7303,43.07,-82.49,48059,31406926,2589649,Anna
7304,43.07,-82.49,48059,41987440,2361993,Anna
7305,42.85,-83.04,48065,48021231,168741,Anna
7306,42.85,-83.04,48065,22992646,223991,Anna
7307,42.85,-83.04,48065,42520632,934576,Anna
7308,42.47,-83.25,48075,37980628,147704,Anna
7309,42.47,-83.25,48075,22716137,2702898,Anna
7310,42.47,-83.25,48075,5230685,2478908,Anna
7311,42.47,-83.25,48075,6243598,3196604,Anna
7312,42.47,-83.25,48075,3957757,58520,Anna
7313,42.47,-83.25,48075,35334743,171580,Anna
7314,42.47,-83.25,48075,24299837,662561,Anna
7315,42.47,-83.25,48075,14822113,823132,Anna
7316,42.82,-82.49,48079,19505578,2108037,Anna
7317,42.82,-82.49,48079,41120683,1271113,Anna
7318,42.82,-82.49,48079,45382399,7489,Anna
7319,42.56,-83.18,48084,26388882,3373191,Anna
7320,42.56,-83.18,48084,6510101,2472554,Anna
7321,42.56044,-83.17851,48084,45108841,1463638,Anna
7322,42.56,-83.18,48084,46680772,3317483,Anna
7323,42.56,-83.18,48084,17945444,3492104,Anna
7324,42.56,-83.18,48084,20590329,1528339,Anna
7325,42.56063,-83.15025,48084,42864042,3041966,Anna
7326,42.56,-83.18,48084,31336130,3002009,Anna
7327,42.56,-83.18,48084,1883199,2885866,Anna
7328,42.56,-83.18,48084,48559387,995017,Anna
7329,42.56,-83.18,48084,28333047,955872,Anna
7330,42.56,-83.18,48084,52254789,97663,Anna
7331,42.56,-83.18,48084,19475674,3270427,Anna
7332,42.56,-83.18,48084,35485390,2026268,Anna
7333,42.56,-83.18,48084,31332424,1805985,Anna
7334,42.56,-83.18,48084,15584606,2498642,Anna
7335,42.56,-83.18,48084,13631496,925205,Anna
7336,42.56,-83.18,48084,12859901,2789264,Anna
7337,42.56,-83.18,48084,37670339,2529720,Anna
7338,42.56,-83.18,48084,40798236,2989017,Anna
7339,42.56,-83.18,48084,32343662,2093065,Anna
7340,42.56,-83.18,48084,5937058,851317,Anna
7341,42.56,-83.18,48084,20916377,3068682,Anna
7342,42.58,-83.14,48085,7930421,302197,Anna
7343,42.58,-83.14,48085,6552712,1407329,Anna
7344,42.58,-83.14,48085,16547067,2519727,Anna
7345,42.58,-83.14,48085,-378336,3257379,Anna
7346,42.58,-83.14,48085,28207154,1271037,Anna
7347,42.6,-83.18,48098,3327578,1614517,Anna
7348,42.6,-83.18,48098,13514496,3501135,Anna
7349,42.6,-83.18,48098,22182434,252769,Anna
7350,42.6,-83.18,48098,30533956,2217503,Anna
7351,42.6,-83.18,48098,45240853,1233967,Anna
7352,42.6,-83.18,48098,17459341,669805,Anna
7353,42.6,-83.18,48098,47512686,2328805,Anna
7354,42.6,-83.18,48098,8559140,593565,Anna
7355,42.25,-83.21000000000001,48101,47292003,3309677,Anna
7356,42.25,-83.21000000000001,48101,11041451,768030,Anna
7357,42.25,-83.21000000000001,48101,2493718,955056,Anna
7358,42.2365,-83.21958,48101,33136488,921217,Anna
7359,42.25,-83.21000000000001,48101,22059434,1936248,Anna
7360,42.25,-83.21000000000001,48101,42601308,3472416,Anna
7361,42.25,-83.21000000000001,48101,39806075,2706380,Anna
7362,42.27,-83.73,48104,40119622,1087439,Melissa
7363,42.27,-83.73,48104,19648186,1932375,Melissa
7364,42.27,-83.73,48104,44706551,1068254,Melissa
7365,42.27,-83.73,48104,6955555,2319595,Melissa
7366,42.27,-83.73,48104,17846448,642340,Melissa
7367,42.27,-83.73,48104,36452187,235602,Melissa
7368,42.27,-83.73,48104,19584126,2704777,Melissa
7369,42.27,-83.73,48104,51515424,2159,Melissa
7370,42.05,-83.38,48117,46109731,2479687,Anna
7371,42.05,-83.38,48117,14164473,1681882,Anna
7372,42.05,-83.38,48117,38303394,3476130,Anna
7373,42.3,-83.25,48124,31888183,1089241,Anna
7374,42.3,-83.25,48124,8628037,1624120,Anna
7375,42.3,-83.25,48124,39280195,545647,Anna
7376,41.91,-83.38,48161,14671758,-14830,Anna
7377,41.91,-83.38,48161,27700034,1404083,Anna
7378,41.91,-83.38,48161,46384739,329332,Anna
7379,41.91,-83.38,48161,4134889,387839,Anna
7380,41.91,-83.38,48161,6212400,2869272,Anna
7381,41.91,-83.38,48161,24967849,3405042,Anna
7382,42.13,-83.22,48183,40689809,411867,Anna
7383,42.13,-83.22,48183,25718687,3518513,Anna
7384,42.13,-83.22,48183,24675812,3494588,Anna
7385,40.18,-80.13,15330,4441540,1050531,Alexandra
7386,40.25,-80.21000000000001,15342,36028123,559194,Alexandra
7387,42.33,-83.38,48185,9858663,865140,Anna
7388,42.33,-83.48,48187,21784754,841783,Melissa
7389,42.33,-83.48,48187,51020273,1296779,Melissa
7390,42.33,-83.48,48187,39851621,3477143,Melissa
7391,42.33,-83.48,48187,36245205,1082338,Melissa
7392,42.16,-83.21000000000001,48193,2018614,619808,Anna
7393,42.16,-83.21000000000001,48193,42263483,3328421,Anna
7394,42.2,-83.2,48195,12129052,1748198,Anna
7395,42.2,-83.2,48195,23706017,2591040,Anna
7396,42.2,-83.2,48195,10499564,2733637,Anna
7397,42.24,-83.62,48197,41829692,348503,Melissa
7398,42.24,-83.62,48197,36956800,934369,Melissa
7399,42.38,-82.91,48230,14662263,154142,Anna
7400,42.38,-82.91,48230,39698358,552353,Anna
7401,42.38,-82.91,48230,23306346,502160,Anna
7402,42.39151,-82.91781,48230,7228641,341138,Anna
7403,42.43,-82.89,48236,7834377,1173110,Anna
7404,42.43,-82.89,48236,37087657,2131982,Anna
7405,42.43,-82.89,48236,33734437,3114634,Anna
7406,42.43,-82.89,48236,7337057,3092902,Anna
7407,42.43,-82.89,48236,18477119,1004937,Anna
7408,42.43,-82.89,48236,13589736,324014,Anna
7409,42.43,-82.89,48236,45341844,2085622,Anna
7410,42.5383,-83.28397,48301,38050897,1119666,Anna
7411,42.54,-83.28,48301,29031112,1558362,Anna
7412,39.87,-79.7,15445,1382628,2547511,Alexandra
7413,39.92,-79.64,15456,47545491,1645206,Alexandra
7414,40.08,-79.75,15473,8528123,2086486,Alexandra
7415,40.01,-78.5,15522,42513989,3482287,Alexandra
7416,40.41,-79.62,15632,35302108,3065694,Alexandra
7417,40.41,-79.62,15632,32657636,477379,Alexandra
7418,40.41,-79.62,15632,11957609,1123853,Alexandra
7419,42.66,-83.18,48309,23158874,1257396,Anna
7420,42.66,-83.18,48309,11839096,575692,Anna
7421,42.66,-83.18,48309,51695311,3095699,Anna
7422,42.66,-83.18,48309,5523881,1015616,Anna
7423,42.66,-83.18,48309,42816470,2203809,Anna
7424,42.66,-83.18,48309,23908307,861162,Anna
7425,42.6,-83.0,48313,39695765,267308,Anna
7426,42.6,-83.0,48313,16787,332797,Anna
7427,42.6,-83.0,48313,49555474,2734835,Anna
7428,42.6,-83.0,48313,11054307,3508125,Anna
7429,42.6,-83.0,48313,37193281,2457666,Anna
7430,42.6,-83.0,48313,41811192,2128628,Anna
7431,42.61325,-82.99322,48313,49762273,1941225,Anna
7432,42.6,-83.0,48313,27104345,1770259,Anna
7433,42.6,-83.0,48313,-321700,3151621,Anna
7434,40.15,-79.54,15666,5895017,1868190,Alexandra
7435,40.15,-79.54,15666,22463014,2154405,Alexandra
7436,40.46,-79.67,15668,20284772,2468574,Alexandra
7437,40.46,-79.67,15668,5254027,3108079,Alexandra
7438,40.46,-79.67,15668,27475386,18162,Alexandra
7439,40.46,-79.67,15668,27026582,874403,Alexandra
7440,40.42644,-79.69624,15668,36871382,1533945,Allison
7441,40.46,-79.67,15668,24268519,869592,Alexandra
7442,42.61,-83.05,48314,33759154,333363,Anna
7443,42.61,-83.05,48314,22785073,524270,Anna
7444,42.61,-83.05,48314,27269998,1643220,Anna
7445,42.64,-83.05,48317,13957010,3174623,Anna
7446,42.64,-83.05,48317,14395879,345227,Anna
7447,42.64,-83.05,48317,6618152,502645,Anna
7448,42.62631,-83.03486,48317,8050482,1205705,Anna
7449,42.64,-83.05,48317,50071600,822127,Anna
7450,42.6578,-83.0336,48317,43099829,2108223,Anna
7451,42.64,-83.05,48317,46762491,3438037,Anna
7452,42.64,-83.05,48317,46330262,3048917,Anna
7453,41.14,-78.73,15801,9618922,28725,Alexandra
7454,41.14,-78.73,15801,51250315,431626,Alexandra
7455,41.14,-78.73,15801,32398444,3294236,Alexandra
7456,41.14,-78.73,15801,23013469,457715,Alexandra
7457,41.14,-78.73,15801,4167701,1482019,Alexandra
7458,41.14,-78.73,15801,27547986,393030,Alexandra
7459,41.14,-78.73,15801,46800645,329576,Alexandra
7460,41.14,-78.73,15801,39058984,2814608,Alexandra
7461,41.14,-78.73,15801,20440656,783388,Alexandra
7462,41.14,-78.73,15801,43403164,2859770,Alexandra
7463,42.6570417,-83.3344629,48328,9974843,416821,Anna
7464,42.66,-83.38,48328,11917690,1210974,Anna
7465,42.69,-83.39,48329,23719784,1081709,Anna
7466,42.69,-83.39,48329,2307948,950828,Anna
7467,41.16,-79.08,15825,52415392,2725801,Alexandra
7468,41.09,-78.88,15851,49526236,2210395,Alexandra
7469,42.5,-83.35000000000001,48334,5534828,1076795,Anna
7470,42.5,-83.35000000000001,48334,19111883,2964398,Anna
7471,42.5,-83.35000000000001,48334,37831862,1749705,Anna
7472,42.5,-83.35000000000001,48334,31942420,2966598,Anna
7473,42.5,-83.35000000000001,48334,18127576,518999,Anna
7474,42.5,-83.35000000000001,48334,50433766,3014071,Anna
7475,42.5,-83.35000000000001,48334,29842794,3276011,Anna
7476,42.5,-83.35000000000001,48334,19725692,546201,Anna
7477,42.5,-83.35000000000001,48334,31455335,2669603,Anna
7478,42.5,-83.35000000000001,48334,47144073,263443,Anna
7479,42.5,-83.35000000000001,48334,39964540,430598,Anna
7480,42.5,-83.35000000000001,48334,43746387,3084260,Anna
7481,42.5,-83.35000000000001,48334,47231406,181987,Anna
7482,41.42,-78.55,15857,889387,633929,Alexandra
7483,41.42,-78.55,15857,46566063,2938577,Alexandra
7484,41.42,-78.55,15857,10911192,239640,Alexandra
7485,40.86,-79.89,16001,6930118,1987181,Alexandra
7486,40.86,-79.89,16001,6689565,2890750,Alexandra
7487,40.86,-79.89,16001,45451602,299152,Alexandra
7488,40.86,-79.89,16001,19188530,2312876,Alexandra
7489,40.86,-79.89,16001,39596925,2696221,Alexandra
7490,40.86,-79.89,16001,41021366,2595242,Alexandra
7491,42.73,-83.42,48346,15492814,1979341,Anna
7492,42.73,-83.42,48346,46783745,3122447,Anna
7493,42.73,-83.42,48346,39564689,1113675,Anna
7494,42.73,-83.42,48346,28444032,2526045,Anna
7495,42.73,-83.42,48346,4801431,55813,Anna
7496,42.73,-83.42,48346,35160571,3140858,Anna
7497,42.82,-83.25,48371,42970581,1528661,Anna
7498,42.58,-83.60000000000001,48381,24930735,1651836,Anna
7499,42.58,-83.60000000000001,48381,35800765,733740,Anna
7500,42.58,-83.60000000000001,48381,3314090,2547227,Anna
7501,42.53,-83.47,48390,23150954,2667527,Anna
7502,43.8,-82.99,48413,39117382,3299521,Anna
7503,43.8,-82.99,48413,51326823,1014419,Anna
7504,43.52,-82.74,48427,17878910,1112533,Anna
7505,43.26,-82.53,48450,25139826,2177273,Anna
7506,43.26,-82.53,48450,2387492,3155064,Anna
7507,43.01,-83.69,48502,14476901,746821,Anna
7508,43.01,-83.69,48502,40075362,2752049,Anna
7509,43.01,-83.69,48502,3349806,3120850,Anna
7510,43.01,-83.79,48532,32325334,2311104,Anna
7511,43.01,-83.79,48532,36024868,319634,Anna
7512,43.01,-83.79,48532,40732362,896374,Anna
7513,43.01,-83.79,48532,22372378,186071,Anna
7514,43.42,-83.97,48602,20427916,792361,Anna
7515,43.42,-83.97,48602,13267342,820962,Anna
7516,43.39,-84.09,48609,20659774,3486909,Anna
7517,43.39,-84.09,48609,16847271,2851260,Anna
7518,43.18,-84.11,48616,8041336,2157411,Anna
7519,43.6,-83.95,48706,13059727,2887177,Anna
7520,43.6,-83.95,48706,42534663,1560633,Anna
7521,43.6,-83.95,48706,41472349,3206586,Anna
7522,43.6,-83.95,48706,19025630,191588,Anna
7523,43.6,-83.95,48706,40540184,1294119,Anna
7524,43.33,-83.74,48734,50879284,662772,Anna
7525,43.33,-83.74,48734,48621039,24219,Anna
7526,42.86,-84.59,48820,50984792,946999,Melissa
7527,42.66,-84.07000000000001,48836,43758803,425120,Melissa
7528,42.92,-85.2,48881,52502652,425631,Melissa
